,user,job,label
1937,"Cloud Engineer Linux, Cloud Security, CI/CD Highly skilled Cloud Engineer committed to excellence in Linux, Cloud Security, CI/CD.","Marketing Executive Marketing Strategy,Marketing Communication,Brand Marketing,Brand Development,Marketing Planning,Brand Promotion,Marketing Campaigns,Marketing Activities",0
1938,"Marketing Campaign Management, Content Marketing, Market Research, PPC, Google Analytics Goal-oriented Marketing with expertise in Campaign Management, Content Marketing, Market Research, PPC, Google Analytics.",Embedded Engineer Intern ,0
1939,"Embedding Specialist Text Preprocessing, Deep Learning, Sentence Transformers, Embeddings Dedicated professional with strong expertise in Text Preprocessing, Deep Learning, Sentence Transformers, Embeddings and a passion for Web Development.","Embedded Firmware/Software Engineers English,Automation,Mechatronics,Selling skills,Assembly language,WinCE,Tools,Windows",1
1940,"Cloud Engineer Docker, Google Cloud, Linux, Azure, AWS, CI/CD, Terraform, Networking Cloud Engineer specialized in Machine Learning, with a focus on creating impactful solutions.","Cloud Platform Engineer microsoft azure,docker,cloud architecture,data modeling,aws,kubernetes,cloud application development,python",1
1941,"Cloud Engineer Linux, Cloud Security, CI/CD, Docker, Google Cloud, Azure, Kubernetes Creative Cloud Engineer who leverages Linux, Cloud Security, CI/CD, Docker, Google Cloud, Azure, Kubernetes to produce effective results.","Marketing Executive Communication Skills,attention to details,Marketing,Detailing",0
1942,"Embedding Specialist Embeddings, Python, Text Preprocessing, TensorFlow, PyTorch, Deep Learning, NLP Goal-oriented Embedding Specialist with expertise in Embeddings, Python, Text Preprocessing, TensorFlow, PyTorch, Deep Learning, NLP.","Embedded Software Engineer Embedded,CANalyzer,Debugging,CANoe,TRACE32,HMI development,C programming,TFT development",1
1943,"Graphic Designer Adobe Photoshop, Canva, CorelDRAW, UI/UX Design Highly skilled Graphic Designer committed to excellence in Adobe Photoshop, Canva, CorelDRAW, UI/UX Design.","Marketing Executive Field Marketing,FMCG Marketing,Advertisement Planning,Product Awareness,Offline Marketing,Btl Activity,Marketing Activities,Marketing Communication",0
1944,"Graphic Designer Web Design, UI/UX Design, Typography, Adobe Photoshop, Canva, Sketch, Illustrator Dedicated professional with strong expertise in Web Design, UI/UX Design, Typography, Adobe Photoshop, Canva, Sketch, Illustrator and a passion for Cloud Computing.","Brand Marketing Executive Brand Marketing,Brand Communication,Brand Positioning,Marketing Communication,Positioning,Branding,Marketing,Brand",0
1945,"Software Developer Python, Java, React A self-motivated Software Developer who enjoys problem-solving and innovation.","Marketing and Operations Executive Vendor and Agency,Photograph Audit,Brand Promotion,branding execution,Outbound Marketing,Brand Marketing,Brand Development,Product Branding",0
1946,"Marketing Social Media Management, Content Marketing, PPC, SEO Innovative Marketing focused on pushing the boundaries in Cloud Computing.","Brand & Content Marketing Executive Social media marketing,Content management,Email marketing,Project management,Analytical,Social media,Wordpress,Market research",1
1947,"Cloud Engineer Linux, Azure, AWS An enthusiastic Cloud Engineer passionate about learning and growing in the tech industry.","AWS Cloud Engineer Cloud computing,Redhat Linux,Administration,PAAS,SAAS,AWS,Solution Architect,SQL",1
1948,"Java Developer REST APIs, Multithreading, Microservices Innovative Java Developer focused on pushing the boundaries in Web Development.","Influencer Marketing Executive Influencer Marketing,Negotiation,Marketing Campaigns,Campaigns,Marketing,Influencing",0
1949,"Marketing Email Marketing, SEO, Google Analytics A self-motivated Marketing who enjoys problem-solving and innovation.","Backend Developer kubernetes,golang,docker,devops,linux,container,css,c++",0
1950,"Python Developer Machine Learning, Flask, SQL Experienced Python Developer with a proven track record in delivering high-quality solutions.","Brand Marketing Executive Brand Marketing,Public Relations,Corporate Communication,Brand Communication,Marketing Communication,Media Relations,Press Release,Strategic Communication",0
1951,"Embedding Specialist Data Science, BERT, NLP, Sentence Transformers, PyTorch Dedicated professional with strong expertise in Data Science, BERT, NLP, Sentence Transformers, PyTorch and a passion for Machine Learning.","Software Engineer (Embedded Systems) Embedded C,ai,Embedded Programming,Image Processing,procurement,Tensorflow,Ideation,Raspberry Pi",1
1952,"Graphic Designer Illustrator, Typography, UI/UX Design, InDesign Graphic Designer specialized in Embedded Systems, with a focus on creating impactful solutions.","Graphic Designer Graphic Designing,Illustrator,Premiere Pro,Flutter,Photoshop,Indesign,Graphics,Design",1
1953,"Embedding Specialist NLP, Data Science, BERT, Text Preprocessing An enthusiastic Embedding Specialist passionate about learning and growing in the tech industry.",Embedded Trainee Engineer ,1
1954,"Python Developer Git, REST APIs, SQL Innovative Python Developer focused on pushing the boundaries in Embedded Systems.","Sr. Python Backend Developer Python,GenAI,BDD,GitHub,PostgreSQL,unit testing,Fast API,Microservices",1
1955,"Embedding Specialist PyTorch, Deep Learning, BERT, TensorFlow Innovative Embedding Specialist focused on pushing the boundaries in NLP.","Walk-in Drive Java Developer -26th Oct 24 Sat @RMZ-Porur Java,Hibernate,Spring Boot,Angular,Kafka,Microservices,Spring,Drives",0
1956,"Test Engineer LoadRunner, Java, Cypress, API Testing, Selenium Test Engineer with solid background in LoadRunner, Java, Cypress, API Testing, Selenium and extensive experience in NLP.","Marketing Executive For Buddha Cancer Blood Centre Marketing Strategy,Communication Skills,Social Media Proficiency,Team Collaboration,Event Management,Community Engagement,Engagement,Team",0
1957,"Embedding Specialist PyTorch, TensorFlow, Embeddings, NLP, Deep Learning Creative Embedding Specialist who leverages PyTorch, TensorFlow, Embeddings, NLP, Deep Learning to produce effective results.","Walk-in Drive Java Developer -26th Oct 24 Sat @RMZ-Porur Java,Hibernate,Spring Boot,Angular,Kafka,Microservices,Spring,Drives",0
1958,"Test Engineer Cypress, Python, API Testing, LoadRunner, Postman Highly skilled Test Engineer committed to excellence in Cypress, Python, API Testing, LoadRunner, Postman.","Content Creator Social,Social Media Content,Social media,Content creation,Media,Content",0
1959,"Graphic Designer Adobe Photoshop, CorelDRAW, Web Design, UI/UX Design, Typography, Illustrator, Sketch Goal-oriented Graphic Designer with expertise in Adobe Photoshop, CorelDRAW, Web Design, UI/UX Design, Typography, Illustrator, Sketch.","Graphic Designer Corel Draw,Illustrator,Photoshop,Graphic Designing,Graphics,Draw,Corel,Design",1
1960,"Java Developer Multithreading, SQL, Microservices, Spring, Java, REST APIs, Hibernate Goal-oriented Java Developer with expertise in Multithreading, SQL, Microservices, Spring, Java, REST APIs, Hibernate.","Java Developer Java,Spring Boot,Microservices,Java Development,Java Coding,Java Servlets,Hibernate,Java Programming",1
1961,"Marketing Social Media Management, Campaign Management, PPC, Brand Strategy, Email Marketing, SEO, Digital Marketing Creative Marketing who leverages Social Media Management, Campaign Management, PPC, Brand Strategy, Email Marketing, SEO, Digital Marketing to produce effective results.","Brand & Content Marketing Executive Social media marketing,Content management,Email marketing,Project management,Analytical,Social media,Wordpress,Market research",1
1962,"Test Engineer Java, LoadRunner, JUnit, Selenium, Postman Highly skilled Test Engineer committed to excellence in Java, LoadRunner, JUnit, Selenium, Postman.","Test Engineer job opening  For Multiple testing skills Automation Testing,Performance Testing,Python Testing,API Testing,Mobile Testing,Appium,Selenium Automation,DWH Testing",1
1963,"Software Developer Django, Node.js, Flask, Java, JavaScript, React, SQL, C++ Highly skilled Software Developer committed to excellence in Django, Node.js, Flask, Java, JavaScript, React, SQL, C++.","Software Developer c++,react.js,database creation,software engineering,mongodb,continuous integration,python,software development",1
1964,"Test Engineer Selenium, JUnit, JUnit, LoadRunner, Python Creative Test Engineer who leverages Selenium, JUnit, JUnit, LoadRunner, Python to produce effective results.","Test Engineer job opening  For Multiple testing skills Automation Testing,Performance Testing,Python Testing,API Testing,Mobile Testing,Appium,Selenium Automation,DWH Testing",1
1965,"Backend Developer Python, MongoDB, Django, Flask Highly skilled Backend Developer committed to excellence in Python, MongoDB, Django, Flask.","Trade Marketing Executive Brand Activation,Trade Marketing,Brand Campaigns,Retail Marketing,Promotions,Campaigns,Branding,Brand",0
1966,"Marketing Campaign Management, Content Marketing, Market Research, PPC, Google Analytics Goal-oriented Marketing with expertise in Campaign Management, Content Marketing, Market Research, PPC, Google Analytics.",Embedded Trainee Engineer ,0
1967,"Software Developer SQL, Node.js, JavaScript, Java, React Dedicated professional with strong expertise in SQL, Node.js, JavaScript, Java, React and a passion for Embedded Systems.","Marketing Executive Promotional Campaigns,Marketing Campaigns,Branding,Marketing Planning,Brand Promotion,Btl,Brand Awareness,Campaigns",0
1968,"Graphic Designer Web Design, InDesign, Sketch, Adobe Photoshop, Figma, Illustrator, UI/UX Design Highly skilled Graphic Designer committed to excellence in Web Design, InDesign, Sketch, Adobe Photoshop, Figma, Illustrator, UI/UX Design.","Free AWS Seminar class on Wednesday @ 5:30 pm IST Pega,AWS,Mainframes,Class,PM,Free",0
1969,"Java Developer SQL, Microservices, Multithreading, REST APIs, Hibernate, Java, Spring Innovative Java Developer focused on pushing the boundaries in NLP.","99acre.com is hiring For Graphic Designer Graphic Designer,Video Editing,Posters,Print Ads,Banners,Graphic Designing,Photoshop,Logo Design",0
1970,"Python Developer Machine Learning, Django, Git, Data Analysis, REST APIs, Pandas, Flask, NumPy Innovative Python Developer focused on pushing the boundaries in Cloud Computing.","Marketing Executive For Buddha Cancer Blood Centre Marketing Strategy,Communication Skills,Social Media Proficiency,Team Collaboration,Event Management,Community Engagement,Engagement,Team",0
1971,"Marketing SEO, Social Media Management, Campaign Management, Content Marketing Marketing with solid background in SEO, Social Media Management, Campaign Management, Content Marketing and extensive experience in NLP.","Brand & Content Marketing Executive Social media marketing,Content management,Email marketing,Project management,Analytical,Social media,Wordpress,Market research",1
1972,"Embedding Specialist BERT, Python, TensorFlow, Deep Learning, Sentence Transformers, NLP, Embeddings Highly skilled Embedding Specialist committed to excellence in BERT, Python, TensorFlow, Deep Learning, Sentence Transformers, NLP, Embeddings.","Walk-in Drive Java Developer -26th Oct 24 Sat @RMZ-Porur Java,Hibernate,Spring Boot,Angular,Kafka,Microservices,Drives,Development",0
1973,"Backend Developer Python, PHP, Node.js, SQL, Flask Highly skilled Backend Developer committed to excellence in Python, PHP, Node.js, SQL, Flask.","Backend Developer golang,python,software development,php,iaas,css,c++,jquery",1
1974,"Test Engineer Python, Cypress, LoadRunner An enthusiastic Test Engineer passionate about learning and growing in the tech industry.","Test Engineer job opening  For Multiple testing skills Automation Testing,Performance Testing,Python Testing,API Testing,Mobile Testing,Appium,Selenium Automation,DWH Testing",1
1975,"Backend Developer Django, MongoDB, RESTful APIs, PHP Innovative Backend Developer focused on pushing the boundaries in NLP.","Trade Marketing Executive Brand Activation,Trade Marketing,Brand Campaigns,Retail Marketing,Promotions,Campaigns,Branding,Brand",0
1976,"Software Developer Node.js, React, C++, Python, Java Innovative Software Developer focused on pushing the boundaries in Machine Learning.","Software Developer react.js,java,software development,microsoft azure,javascript,algorithms,kubernetes,css",1
1977,"Software Developer Python, Git, Node.js, React, SQL Goal-oriented Software Developer with expertise in Python, Git, Node.js, React, SQL.","Software Developer dbms,artificial intelligence,react.js,software development,nosql,kubernetes,css,openshift",1
1978,"Marketing Google Analytics, Digital Marketing, Email Marketing, SEO, Campaign Management, Social Media Management, Content Marketing, Brand Strategy Creative Marketing who leverages Google Analytics, Digital Marketing, Email Marketing, SEO, Campaign Management, Social Media Management, Content Marketing, Brand Strategy to produce effective results.","Marketing Executive Data analysis,Google Analytics,Web analytics,Social media,Strategic planning,Market research,Brand awareness,Promotional events",1
1979,"Embedding Specialist Text Preprocessing, Deep Learning, Sentence Transformers, Embeddings Dedicated professional with strong expertise in Text Preprocessing, Deep Learning, Sentence Transformers, Embeddings and a passion for Web Development.","Senior Embedded Software Engineer RTOS,Computer science,Shell scripting,Debugging,Perl,software quality,Open source,Android",1
1980,"Java Developer SQL, Multithreading, Git, Java, REST APIs, JUnit, Spring A self-motivated Java Developer who enjoys problem-solving and innovation.","Brand Marketing Executive Brand Marketing,Brand Communication,Brand Positioning,Marketing Communication,Positioning,Branding,Marketing,Brand",0
1981,"Backend Developer Java, RESTful APIs, Flask, PHP, Python Innovative Backend Developer focused on pushing the boundaries in Machine Learning.","Executive Marketing Communication Skills,Presentation Skills,Corporate Communication,Public Speaking,Marketing,Corporate,Presentation,Public",0
1982,"Backend Developer Django, MongoDB, RESTful APIs, PHP Innovative Backend Developer focused on pushing the boundaries in NLP.","Backend Developer Django,Python Development,restapi,Python,Backend,Development,Rest,Backend Development",1
1983,"Cloud Engineer Google Cloud, Terraform, Azure, CI/CD Innovative Cloud Engineer focused on pushing the boundaries in Embedded Systems.","Cloud Platform Engineer microsoft azure,cloud architecture,gcp,cloud infrastructure,aws,kubernetes,python,cloud security",1
1984,"Java Developer Spring, Git, Hibernate, Microservices Highly skilled Java Developer committed to excellence in Spring, Git, Hibernate, Microservices.","99acre.com is hiring For Graphic Designer Graphic Designer,Video Editing,Posters,Print Ads,Banners,Graphic Designing,Photoshop,Logo Design",0
1985,"Python Developer Data Analysis, Flask, Machine Learning, SQL, Git Innovative Python Developer focused on pushing the boundaries in Embedded Systems.","Brand Marketing Executive Brand Marketing,Public Relations,Corporate Communication,Brand Communication,Marketing Communication,Media Relations,Press Release,Strategic Communication",0
1986,"Embedding Specialist Sentence Transformers, Embeddings, PyTorch, BERT Goal-oriented Embedding Specialist with expertise in Sentence Transformers, Embeddings, PyTorch, BERT.","Embedded Firmware/ Software Engineers assembly language,ce,automation,mechatronics,selling skills,windows,embedded,firmware",1
1987,"Cloud Engineer Linux, CI/CD, Networking, Kubernetes, AWS An enthusiastic Cloud Engineer passionate about learning and growing in the tech industry.","Senior Cloud Engineer Openstack Cloud,Cloud Computing,Red Hat,Unix,Linux,VPN,DNS,CI/CD",1
1988,"Graphic Designer Figma, Sketch, Adobe Photoshop, Web Design, Illustrator, InDesign, UI/UX Design Innovative Graphic Designer focused on pushing the boundaries in Machine Learning.","Aws Data Engineer with Pyspark/Python Pyspark,AWS,Python,Data",0
1989,"Java Developer SQL, Spring, Multithreading, Java Goal-oriented Java Developer with expertise in SQL, Spring, Multithreading, Java.","Marketing Executive Promotional Campaigns,Retail Marketing,Marketing Collaterals,Digital Campaigns,Branding,Campaigns,Retail,Digital",0
1990,"Python Developer Data Analysis, Git, Flask, SQL, REST APIs Experienced Python Developer with a proven track record in delivering high-quality solutions.","Brand Marketing Executive Brand Marketing,Brand Communication,Brand Positioning,Marketing Communication,Positioning,Branding,Marketing,Brand",0
1991,"Python Developer SQL, Pandas, Python Highly skilled Python Developer committed to excellence in SQL, Pandas, Python.","Python Software Developer Python Development,Python,Data Science,Data Analysis,SQL,Software,Analysis,Data",1
1992,"Embedding Specialist Data Science, Python, NLP, PyTorch, Sentence Transformers, BERT, Deep Learning, Embeddings An enthusiastic Embedding Specialist passionate about learning and growing in the tech industry.","Walk-in Drive Java Developer -26th Oct 24 Sat @RMZ-Porur Java,Hibernate,Spring Boot,Angular,Kafka,Microservices,Spring,Drives",0
1993,"Software Developer Java, React, Python, Django, C++ Goal-oriented Software Developer with expertise in Java, React, Python, Django, C++.","Godrej Locks | Local Area Marketing | Kolkata | AM/DM Brand Visibility,Brand Activation,event management,Trade Marketing,Exhibitions,Campaign Management,Btl Activation,Activation",0
1994,"Software Developer Node.js, SQL, Django, JavaScript Innovative Software Developer focused on pushing the boundaries in Cloud Computing.","Brand Marketing Executive Brand Marketing,Brand Communication,Brand Positioning,Marketing Communication,Positioning,Branding,Marketing,Brand",0
1995,"Software Developer Git, React, Django, Flask Software Developer with solid background in Git, React, Django, Flask and extensive experience in Cloud Computing.","Branding And Marketing Executive Btl,Promotions,Brand Management,Brand Communication,Marketing Communication,Brand Strategy,Brand,Management",0
1996,"Python Developer Data Analysis, Git, Flask, SQL, REST APIs Experienced Python Developer with a proven track record in delivering high-quality solutions.","Python Software Developer Flask Web Framework,Lambda Aws,Rest Api Development,Django Framework,SQL Database,Mqtt,Debugging Skills,Aws Cloud",1
1997,"Test Engineer LoadRunner, JUnit, Python, Selenium, Java, TestNG, JUnit, Postman Dedicated professional with strong expertise in LoadRunner, JUnit, Python, Selenium, Java, TestNG, JUnit, Postman and a passion for Embedded Systems.","Test Engineer job opening  For Multiple testing skills Automation Testing,Performance Testing,Python Testing,API Testing,Mobile Testing,Appium,Selenium Automation,DWH Testing",1
1998,"Graphic Designer Typography, Adobe Photoshop, Figma, Canva, InDesign, UI/UX Design, Illustrator, CorelDRAW Dedicated professional with strong expertise in Typography, Adobe Photoshop, Figma, Canva, InDesign, UI/UX Design, Illustrator, CorelDRAW and a passion for Web Development.","Graphic Designer Graphic Designing,Illustrator,Premiere Pro,Flutter,Photoshop,Indesign,Graphics,Design",1
1999,"Backend Developer SQL, Java, PHP, Ruby, MongoDB, Flask, Node.js, RESTful APIs Highly skilled Backend Developer committed to excellence in SQL, Java, PHP, Ruby, MongoDB, Flask, Node.js, RESTful APIs.","Backend Developer swagger,java,typescript,software development,relational databases,css,software quality,spring",1
2000,"Embedding Specialist Deep Learning, Text Preprocessing, TensorFlow, Python, Sentence Transformers, Data Science, BERT Embedding Specialist specialized in Web Development, with a focus on creating impactful solutions.","Embedded Software Engineer Embedded,CANalyzer,Debugging,CANoe,TRACE32,HMI development,C programming,TFT development",1
2001,"Graphic Designer Illustrator, Typography, UI/UX Design, InDesign Graphic Designer specialized in Embedded Systems, with a focus on creating impactful solutions.","Graphic Designer Graphic Designing,Illustrator,Premiere Pro,Flutter,Photoshop,Indesign,Graphics,Design",1
2002,"Content Creator Social Media Marketing, Podcasting, Blogging, Email Marketing Dedicated professional with strong expertise in Social Media Marketing, Podcasting, Blogging, Email Marketing and a passion for Machine Learning.","Content Creator & Writer Content Creation,Creative Writing,Social Media Content Marketing,Graphic Designing,SEO Writing,Project Management,Proof Reading,Social media",1
2003,"Software Developer Python, Java, React A self-motivated Software Developer who enjoys problem-solving and innovation.","Software Developer c++,react.js,database creation,software engineering,mongodb,continuous integration,python,software development",1
2004,"Backend Developer SQL, MongoDB, PHP, Node.js Dedicated professional with strong expertise in SQL, MongoDB, PHP, Node.js and a passion for Embedded Systems.","Marketing Executive Marketing Strategy,Marketing Communication,Brand Marketing,Brand Development,Marketing Planning,Brand Promotion,Marketing Campaigns,Marketing Activities",0
2005,"Cloud Engineer Linux, CI/CD, Networking, Kubernetes, AWS An enthusiastic Cloud Engineer passionate about learning and growing in the tech industry.","Trade Marketing Executive Brand Activation,Trade Marketing,Brand Campaigns,Retail Marketing,Promotions,Campaigns,Branding,Brand",0
2006,"Python Developer SQL, Machine Learning, REST APIs, Flask, Data Analysis, Pandas, Git, Django Experienced Python Developer with a proven track record in delivering high-quality solutions.","Python Developer Health insurance,Career development,Backend,RDBMS,Testing tools,Postgresql,Django,MySQL",1
2007,"Cloud Engineer Networking, Kubernetes, Docker Experienced Cloud Engineer with a proven track record in delivering high-quality solutions.","Brand Marketing Executive Brand Marketing,Public Relations,Corporate Communication,Brand Communication,Marketing Communication,Media Relations,Press Release,Strategic Communication",0
2008,"Marketing PPC, SEO, Google Analytics, Market Research An enthusiastic Marketing passionate about learning and growing in the tech industry.","Embedded Engineer RTOS,VXWorks,C++,Embedded Linux,Linux,Embedded systems",0
2009,"Java Developer SQL, REST APIs, JUnit, Microservices, Maven An enthusiastic Java Developer passionate about learning and growing in the tech industry.","Java Developer microservices,spring boot,java,sdlc,agile methodology,rest,junit,maven",1
2010,"Python Developer Flask, SQL, REST APIs, Pandas, Machine Learning, Data Analysis, NumPy An enthusiastic Python Developer passionate about learning and growing in the tech industry.","Brand Marketing Executive Brand Marketing,Public Relations,Corporate Communication,Brand Communication,Marketing Communication,Media Relations,Press Release,Strategic Communication",0
2011,"Java Developer REST APIs, Java, Multithreading, Maven, SQL Creative Java Developer who leverages REST APIs, Java, Multithreading, Maven, SQL to produce effective results.","Marketing Executive Promotional Campaigns,Marketing Campaigns,Branding,Marketing Planning,Brand Promotion,Btl,Brand Awareness,Campaigns",0
2012,"Cloud Engineer Networking, AWS, Azure, Kubernetes, Cloud Security Cloud Engineer specialized in Embedded Systems, with a focus on creating impactful solutions.","Marketing Executive Marketing Strategy,Marketing Communication,Brand Marketing,Brand Development,Marketing Planning,Brand Promotion,Marketing Campaigns,Marketing Activities",0
2013,"Test Engineer Java, Postman, Python, API Testing, TestNG Innovative Test Engineer focused on pushing the boundaries in Embedded Systems.","Test Engineer job opening  For Multiple testing skills Automation Testing,Performance Testing,Python Testing,API Testing,Mobile Testing,Appium,Selenium Automation,DWH Testing",1
2014,"Java Developer Maven, Hibernate, REST APIs An enthusiastic Java Developer passionate about learning and growing in the tech industry.","Influencer Marketing Executive Influencer Marketing,Negotiation,Marketing Campaigns,Campaigns,Marketing,Influencing",0
2015,"Content Creator Video Editing, Email Marketing, SEO, Content Writing Experienced Content Creator with a proven track record in delivering high-quality solutions.","Content Creator digital marketing,content editing,photoshop,media,advertising,research,content creation,editing",1
2016,"Marketing Google Analytics, Campaign Management, SEO An enthusiastic Marketing passionate about learning and growing in the tech industry.","Embedded Autosar Ethernet Stack Engineer AUTOSAR,Embedded,ETHERNET,C++,C,Stack,Embedded systems",0
2017,"Graphic Designer Web Design, UI/UX Design, Typography, Adobe Photoshop, Canva, Sketch, Illustrator Dedicated professional with strong expertise in Web Design, UI/UX Design, Typography, Adobe Photoshop, Canva, Sketch, Illustrator and a passion for Cloud Computing.","Marketing Executive Marketing Strategy,Marketing Communication,Brand Marketing,Brand Development,Marketing Planning,Brand Promotion,Marketing Campaigns,Marketing Activities",0
2018,"Backend Developer Java, MongoDB, RESTful APIs, Django, PHP, SQL, Ruby Innovative Backend Developer focused on pushing the boundaries in Cloud Computing.","Trade Marketing Executive Brand Activation,Trade Marketing,Brand Campaigns,Retail Marketing,Promotions,Campaigns,Branding,Brand",0
2019,"Test Engineer Python, JUnit, Java, Cypress, TestNG Dedicated professional with strong expertise in Python, JUnit, Java, Cypress, TestNG and a passion for Machine Learning.","Test Engineer job opening  For Multiple testing skills Automation Testing,Performance Testing,Python Testing,API Testing,Mobile Testing,Appium,Selenium Automation,DWH Testing",1
2020,"Backend Developer PHP, Flask, MongoDB, Node.js Dedicated professional with strong expertise in PHP, Flask, MongoDB, Node.js and a passion for Machine Learning.","Marketing Executive Promotional Campaigns,Marketing Campaigns,Branding,Marketing Planning,Brand Promotion,Btl,Brand Awareness,Campaigns",0
2021,"Embedding Specialist PyTorch, Deep Learning, BERT, TensorFlow Innovative Embedding Specialist focused on pushing the boundaries in NLP.","Embedded Software Engineer Embedded,CANalyzer,Debugging,CANoe,TRACE32,HMI development,C programming,TFT development",1
2022,"Marketing PPC, Brand Strategy, Social Media Management, Digital Marketing, Email Marketing Marketing with solid background in PPC, Brand Strategy, Social Media Management, Digital Marketing, Email Marketing and extensive experience in NLP.",Embedded Systems Engineering Intern ,0
2023,"Content Creator Blogging, Graphic Design, Branding A self-motivated Content Creator who enjoys problem-solving and innovation.","Content Creator Executive,Sales,Shaping,Content,Content creation",1
2024,"Cloud Engineer CI/CD, Terraform, Cloud Security, Google Cloud A self-motivated Cloud Engineer who enjoys problem-solving and innovation.","GCP Cloud Engineer GCP,Cloud SQL,Cloud Spanner,Jenkins,Networking,Cloud Architecture,CI/CD,VPC",1
2025,"Java Developer Spring, Microservices, Multithreading, Hibernate, JUnit Experienced Java Developer with a proven track record in delivering high-quality solutions.","99acre.com is hiring For Graphic Designer Graphic Designer,Video Editing,Posters,Print Ads,Banners,Graphic Designing,Photoshop,Logo Design",0
2026,"Cloud Engineer Terraform, CI/CD, Networking Innovative Cloud Engineer focused on pushing the boundaries in Embedded Systems.","Marketing Executive For Buddha Cancer Blood Centre Marketing Strategy,Communication Skills,Social Media Proficiency,Team Collaboration,Event Management,Community Engagement,Engagement,Team",0
2027,"Software Developer JavaScript, C++, SQL, Node.js, Django, Flask, Git, Java Experienced Software Developer with a proven track record in delivering high-quality solutions.","Marketing Executive Marketing Strategy,Marketing Communication,Brand Marketing,Brand Development,Marketing Planning,Brand Promotion,Marketing Campaigns,Marketing Activities",0
2028,"Marketing PPC, Market Research, Brand Strategy, Google Analytics, Campaign Management, Email Marketing, Social Media Management, Digital Marketing Marketing specialized in Machine Learning, with a focus on creating impactful solutions.","Sr. Python Developer with React React.Js,AWS,Python,SR,Development",0
2029,"Software Developer Django, Python, SQL, React, C++ Goal-oriented Software Developer with expertise in Django, Python, SQL, React, C++.","Godrej Locks | Local Area Marketing | Kolkata | AM/DM Brand Visibility,Brand Activation,event management,Trade Marketing,Exhibitions,Campaign Management,Btl Activation,Activation",0
2030,"Python Developer Git, Data Analysis, Python, Flask, Django, SQL, Pandas Innovative Python Developer focused on pushing the boundaries in Web Development.","Branding And Marketing Executive Btl,Promotions,Brand Management,Brand Communication,Marketing Communication,Brand Strategy,Brand,Management",0
2031,"Cloud Engineer Networking, Google Cloud, AWS Creative Cloud Engineer who leverages Networking, Google Cloud, AWS to produce effective results.","Java Full Stack Developer with angular Spring Boot,Java Fullstack,Angular,Stack,Spring,Java,Full Stack,Boot",0
2032,"Python Developer Pandas, Data Analysis, NumPy, SQL, Git, REST APIs, Python, Flask Innovative Python Developer focused on pushing the boundaries in Machine Learning.","Python Developer Computer science,GIT,Coding,Django,Artificial Intelligence,OOPS,MySQL,Machine learning",1
2033,"Java Developer Java, Git, Microservices, REST APIs Dedicated professional with strong expertise in Java, Git, Microservices, REST APIs and a passion for Machine Learning.","Influencer Marketing Executive Influencer Marketing,Negotiation,Marketing Campaigns,Campaigns,Marketing,Influencing",0
2034,"Test Engineer JUnit, Java, TestNG, LoadRunner, Postman, Python, JUnit Creative Test Engineer who leverages JUnit, Java, TestNG, LoadRunner, Postman, Python, JUnit to produce effective results.","Marketing Executive For Buddha Cancer Blood Centre Marketing Strategy,Communication Skills,Social Media Proficiency,Team Collaboration,Event Management,Community Engagement,Engagement,Team",0
2035,"Java Developer Java, Hibernate, Multithreading, SQL, Git Java Developer specialized in NLP, with a focus on creating impactful solutions.","Marketing Executive Promotional Campaigns,Retail Marketing,Marketing Collaterals,Digital Campaigns,Branding,Campaigns,Retail,Digital",0
2036,"Marketing Brand Strategy, Digital Marketing, Social Media Management, Content Marketing, Google Analytics, PPC, Market Research Marketing specialized in Embedded Systems, with a focus on creating impactful solutions.","Python Developer Python,Python Development,Development",0
2037,"Java Developer Hibernate, Git, Multithreading Goal-oriented Java Developer with expertise in Hibernate, Git, Multithreading.","Java Developer Java,Unix,Hibernate / Jpa,J2Ee,Java Fullstack,ORM,Devops,Kanban",1
2038,"Graphic Designer Illustrator, Web Design, UI/UX Design, InDesign Innovative Graphic Designer focused on pushing the boundaries in Cloud Computing.","Graphic Designer Graphic Designing,Illustrator,Premiere Pro,Flutter,Photoshop,Indesign,Graphics,Design",1
2039,"Python Developer NumPy, REST APIs, SQL, Pandas, Django Creative Python Developer who leverages NumPy, REST APIs, SQL, Pandas, Django to produce effective results.","Python Developer Python,Django,Pandas,Rest API,Python Development,Numpy,SQL,Flask",1
2040,"Python Developer Python, Django, Machine Learning, Git, Flask, Data Analysis, SQL An enthusiastic Python Developer passionate about learning and growing in the tech industry.","Python Software Developer Python Development,Design Principles,Artificial Intelligence,Python Flask,Database Management,Machine Learning,Linux System,Python",1
2041,"Test Engineer JUnit, Postman, TestNG, Java, Selenium Highly skilled Test Engineer committed to excellence in JUnit, Postman, TestNG, Java, Selenium.","Test Engineer job opening  For Multiple testing skills Automation Testing,Performance Testing,Python Testing,API Testing,Mobile Testing,Appium,Selenium Automation,DWH Testing",1
2042,"Cloud Engineer Azure, Kubernetes, Cloud Security Creative Cloud Engineer who leverages Azure, Kubernetes, Cloud Security to produce effective results.","Cloud Platform Engineer microsoft azure,cloud deployment,cloud architecture,infrastructure,aws,kubernetes,python,maven",1
